T Finance Profitability Home Page Id,Period Date,Company Name,Unit Name,Project Name,Swa Jo,Project Owner,Category Project,Source Of Fund,Project Type,Revenue Plan Monthly,Revenue Actual Monthly,Revenue Plan Ytd,Revenue Actual Ytd,Revenue Ytd Vs Plan Percentage,Ebitda Plan Monthly,Ebitda Actual Monthly,Ebitda Plan Ytd,Ebitda Actual Ytd,Ebitda Ytd Vs Plan Percentage,Ebitda Margin Plan Monthly Percentage,Ebitda Margin Actual Monthly Percentage,Ebitda Margin Plan Ytd Percentage,Ebitda Margin Actual Ytd Percentage,Ebitda Margin Ytd Vs Plan Percentage,Net Profit Plan Monthly,Net Profit Actual Monthly,Net Profit Plan Ytd,Net Profit Actual Ytd,Net Profit Ytd Vs Plan Percentage,Net Profit Margin Plan Monthly Percentage,Net Profit Margin Actual Monthly Percentage,Net Profit Margin Plan Ytd Percentage,Net Profit Margin Actual Ytd Percentage,Net Profit Vs Plan Percentage,Irr Plan Percentage,Irr Actual Percentage,Ebitda Margin Actual Monthly,Ebitda Margin Plan Monthly,Created By,Created At,Updated By,Updated At,Pendapatan Pengurang,Pendapatan Pembagi,Biaya Ebitda,Biaya Npm,Depre,Cost,Pendapatan Pengurang Lalu,Pendapatan Pembagi Lalu,Biaya Ebitda Lalu,Biaya Npm Lalu,Depre Lalu,Cost Lalu
2483,2023-11-30,Company C,Unit 3,Project Y,No,Owner 2,Category A,Fund 2,Type 2,28851.88020143241,26506.29748374052,455622.60890594433,182190.1644255766,-6.7252682085448185,2384.7217321404887,4292.910951171623,29959.510608969198,14863.177985762584,6.780359537571108,36.711924109040126,43.818483759911516,46.726615546624515,42.95192193257623,-0.16510669754022977,11767.357878491695,6218.208972586285,100646.96944034948,246670.40681437842,7.183739517887236,19.024364688533204,9.5305681003111,5.05215993189406,22.52553337650301,-7.982038161310035,8.022281434624135,9.328598972646967,42.51623489229547,36.41500067972855,User B,2022-01-11,User A,2023-01-11,1513.332159266094,1033.6961942259775,569.2302043212687,1746.6133372615102,315.6997670815593,2961.5100131543127,3466.6062513080096,3687.6318762927935,1363.768000521819,1635.9069866961424,730.3175192247667,9891.471072347656
2266,2023-12-31,Company C,Unit 1,Project X,Yes,Owner 3,Category B,Fund 1,Type 3,32031.14399524795,12860.47039248599,387748.7432474798,140076.05587625707,-2.8327276701751885,2039.0877575444306,4716.39890130823,38208.240485322465,48963.27114691563,0.12611476737314398,17.681236811254845,17.954636972469086,12.247351752376186,19.143175898179422,-6.0241191595134636,7184.984836364954,19115.742169345664,153690.91491722746,117271.3526326575,6.371534710828072,14.55133182018854,12.907290742499535,24.47544996157559,5.372086730015136,-2.3428484704569374,1.5970564982661017,1.6359214584161292,23.604900970254832,16.512359154948733,User B,2022-01-12,User A,2023-01-12,2091.8139105900327,1194.110190345783,2241.811512925513,2447.97634281262,894.6189002916848,7232.935690678501,4478.592751987913,3677.751803526128,871.7676574033817,2153.605256301301,422.4489735332238,8821.90012098135
1032,2024-01-31,Company C,Unit 1,Project X,Yes,Owner 2,Category A,Fund 3,Type 3,36115.731910904615,10441.291715731706,188955.992474802,419170.4133161536,0.6066621128605263,2010.6779657978332,1726.1626861605569,46239.98118583102,13799.562325777695,-9.457840730811117,39.18193573063111,12.549883126564968,39.258987411258154,28.948761261611736,-8.9214588659848,14751.549478388708,24459.355212102535,50762.543501440225,150061.03987795184,-5.136753484292258,5.478709194085491,10.653779221589598,10.687824699233763,15.511795734741362,-4.176259878748361,3.464499284487657,7.490452927498666,31.48337194140545,26.22400706246736,User C,2022-01-13,User C,2023-01-13,4093.813752577821,2723.9216290736967,2035.8107794312334,1632.648777359545,902.3388077338465,8340.874684008715,1731.472088329835,2813.392859260412,959.8968951894402,2014.0181112118535,941.6099880069719,9496.724197401572
2680,2024-02-29,Company A,Unit 2,Project Y,No,Owner 2,Category A,Fund 3,Type 2,18505.51962285226,15681.438945512084,291929.2216500629,157124.1779176924,5.471437765939875,3499.681189955483,3820.75062472865,45506.78270617114,41641.547944069214,-2.7898338267302547,46.32979796242365,35.13835667168911,16.186989544344776,17.370511333697998,-1.618565592813896,5311.651453371156,14853.38014497207,180709.21108159688,210147.65446193272,2.273921873310801,21.06201418064752,9.027284344484215,16.352456347280036,23.617861285673406,-6.165118913782408,9.797309093827332,4.92772079668583,40.5237275758433,41.13869922976363,User A,2022-01-14,User B,2023-01-14,1098.497928612101,2897.400190952618,830.4917540347451,1193.5366118080615,780.4991136679716,5613.437776651626,2660.3586771248183,4188.520211399818,2472.822767572414,1482.2326129495632,686.7347674063576,8087.696886817292
6856,2024-03-31,Company B,Unit 3,Project Z,Yes,Owner 2,Category A,Fund 3,Type 2,27089.48294956112,36470.55124495574,113341.892787649,447144.0943994143,-6.9401528663076455,2472.471761656568,1327.352344692334,33414.70426025938,48213.07560691174,-3.977624306878724,25.98774902232668,25.023233184523352,44.97992380965482,47.72911239254529,-4.11460031643437,21351.503489588795,5013.409129878554,59703.08836982843,88284.93441202425,-1.8543664104775175,16.115931852985007,23.897005194491893,24.759128800439697,19.04754299893871,9.113454685004434,6.894297130197601,2.3382444655792325,49.12050659139583,19.434141633690963,User B,2022-01-15,User A,2023-01-15,1651.2710316483717,2528.7705721052166,868.7495620772438,1479.005296301064,933.380600642954,5463.035890129486,2690.3268354171887,1046.4927141960034,794.6642927834541,1576.0297477189197,317.68225329644565,9189.271065477356
1568,2024-04-30,Company A,Unit 2,Project X,Yes,Owner 3,Category B,Fund 3,Type 1,19050.94077014638,24258.15853771781,261290.38942793614,426986.0195287822,0.8016114290937804,1135.4856106229497,3461.517103043344,43562.95764682016,44523.628892469176,4.169375437508053,32.84737245961294,49.9347713362529,11.873646307331192,14.366138599022085,3.6435305978317434,16582.901934543006,7909.877120567575,119671.00248703275,54751.60647751774,7.505142013666678,10.637214855510306,18.86033607300039,15.064146441198744,23.574778452660873,-0.7418528191948877,4.6855349265039825,5.705668835609662,10.539615829799619,31.142772132365934,User B,2022-01-16,User B,2023-01-16,1316.688098207723,1933.1807036804053,1416.4357043353398,1814.8921560841402,332.80085887125193,7106.11721964448,1652.4031550111113,3112.114611487698,2292.2318323255013,1690.1653937756184,354.00448899564117,4042.511055428915
5373,2024-05-31,Company C,Unit 3,Project Z,No,Owner 2,Category C,Fund 3,Type 3,20992.885791352623,33125.89181205632,166725.00608257996,459744.9015988112,1.7428852800487675,4353.919515769978,4102.283067258856,43465.25486505535,36180.47698454754,-7.321559486538227,12.244889719915557,21.36078380189348,33.798231288221174,42.84606763406055,3.7078371881370025,12126.807056829515,10496.061129314763,241484.81894611477,150766.1993544746,-9.865043799225743,12.131652683201104,21.318358288456995,16.91163138343861,7.005541749729796,-1.113457425220684,7.433488473026499,9.598893641917867,29.51364267164077,30.390921169641505,User B,2022-01-17,User C,2023-01-17,3814.8508697995208,4874.151123201647,1156.5991486903008,1355.0221705743352,860.794478888856,4300.765921316017,4251.030657707202,3404.4674073847214,2073.2656715774656,2150.8846462518363,809.7164626629187,4218.343043608729
9428,2024-06-30,Company B,Unit 2,Project Y,No,Owner 3,Category A,Fund 1,Type 2,33653.742823148525,14916.886045184609,280208.90791600355,474037.1437148542,0.6261223424084221,3741.073833563235,4690.891729379711,36399.42861267245,25185.987141313646,8.903152793676018,17.297093155850295,34.14549814172531,44.35338078325345,33.51159695314081,-1.8578116206357453,22871.86953229322,23535.519125577768,94575.9907693354,76425.98149422926,-9.907851460077374,15.154756238727975,21.910753343364902,22.850928390263615,6.973026987504407,-0.016348391259894512,4.275942252558933,5.43576981579968,34.060557920580436,29.150189212544575,User A,2022-01-18,User C,2023-01-18,3517.130977385093,2282.1643820817962,680.7063137795554,892.6362414896822,711.6892614754639,4800.001674513498,1349.81402384016,4881.486685582568,1772.693057287364,2410.60727630585,490.59099904989074,4427.746132918964
2649,2024-07-31,Company A,Unit 2,Project Z,Yes,Owner 2,Category C,Fund 2,Type 3,24346.49195809864,11878.514583681326,261287.32871256088,403077.3589409797,-5.297783960243834,4700.6727808710375,4348.414259402815,12450.227730492434,30197.049144432363,-6.674622461765541,17.342394091311327,23.198436398692316,27.607133756291702,42.793541359603815,-0.629334142664085,11224.889001476844,17703.81488519228,112719.51864784613,61058.5640667954,-5.193619648823478,17.995074507707358,14.38937852175098,23.63798132702945,5.338518339760345,3.2671511506105197,1.6049035882998042,8.33815750622932,20.636099266763225,47.715462482082536,User B,2022-01-19,User C,2023-01-19,1803.8968153121914,2698.1699819747782,2369.8569080005054,1537.7882621261133,772.6699557280589,3582.092064882544,1123.5575743360596,2102.3042642781893,1033.450173410782,1404.196704511014,622.0431391220134,2523.4423803909267
5142,2024-08-31,Company B,Unit 2,Project Z,Yes,Owner 3,Category B,Fund 1,Type 3,16196.088783134068,23397.241783499285,163370.05602988545,439429.53844725376,0.5255938083371365,3522.482472466107,2416.5372677345413,26809.34858283173,19276.727320715552,2.842172176554932,29.846458366272337,49.96683420360525,27.726620739667172,12.880675782241756,-2.4994273572451897,10754.4135597606,20800.389641364553,112506.57502571843,72305.04971775871,-1.1308835148817753,14.125960951108873,23.305203889107588,16.603037172058066,8.836263167287042,-3.067066311500626,4.739471347874372,4.718048687551513,41.97172561988658,43.03941030798915,User A,2022-01-20,User C,2023-01-20,4353.826137860093,1578.2567865299056,2117.816333530791,689.2494554359463,940.6555093172677,2875.534798652721,1573.5549092686983,3689.1553900465938,2035.0066125290548,1914.2931953921234,282.6146962768058,3140.272882354251
4565,2024-09-30,Company C,Unit 1,Project Z,Yes,Owner 3,Category A,Fund 2,Type 3,44012.305201416326,30144.035930909875,291089.1888827001,495047.3755437979,-6.901508150390461,4078.1387489502576,3679.91095060079,19104.548138353173,37515.29319796887,-3.428610371374865,42.88458194486749,17.25953757867217,36.893940587203886,34.051038912680376,0.8325080254126078,23016.44328611418,5637.883004294759,119633.5334464444,203544.48208887308,-2.2164211271989736,6.952400254184363,13.367552066940805,9.516996848117287,15.935966507268661,7.309803779535969,7.346696251274173,5.062987766181082,46.235107885644474,49.36349305331342,User C,2022-01-21,User A,2023-01-21,2490.427181963193,4367.7136914141265,673.4692116004426,1225.3607299787561,230.27537297713553,4355.83329968165,1134.2678591581534,1064.377948533942,1609.0369532507423,2133.287960808683,634.3224321331777,4031.3242647080133
9302,2024-10-31,Company C,Unit 2,Project Z,No,Owner 2,Category A,Fund 2,Type 2,41172.66084255902,38577.763293574484,101457.47326276897,484247.8847499567,4.540903964716206,2203.1908454055792,2303.7116458795554,41551.0554166577,38690.89792809493,6.109886229724406,47.81257321346922,41.422296580071105,40.762455192877034,41.80551413747111,8.308029323725087,11934.310494313435,11826.72442588376,82959.3049646212,243534.61788208416,3.8185850443550944,9.471668935226397,19.158382536135928,7.418701280690787,5.465298644842102,5.597272048906341,6.30236178166676,9.330128044617036,16.235855622191547,45.58627307477212,User A,2022-01-22,User C,2023-01-22,3977.5485811961785,1883.4765841662484,1821.536624459617,1801.227261203749,576.8424819080833,4751.420408505098,3538.7404995694023,3536.7074723253772,2175.8895937474413,899.9417706158567,206.80506564634368,2862.495015988514
4973,2024-11-30,Company B,Unit 3,Project X,No,Owner 1,Category C,Fund 3,Type 1,30504.821453234952,21935.955703661573,460804.8856876312,178248.27449969482,4.2036857109806665,4575.293895123879,2136.2057169902178,25325.98853414847,20206.430130102344,6.402620434328512,46.49243532118472,44.54117489384323,18.935420836317295,49.70697503775983,4.1708938923519625,6568.783681725414,18348.96019429957,181649.96408366482,141397.63164836378,-4.173057040689116,18.063303633742258,12.871804302980859,7.690820346709419,10.709042916989588,-4.0660117809635405,1.3381139846353336,9.344032058224975,34.10045874326133,31.35086567170314,User C,2022-01-23,User C,2023-01-23,3139.1201482026986,4639.086100685432,1524.4594878207456,718.9114867787869,879.6528832325494,2861.626172705538,4279.931884716133,1911.411929440269,1925.393712564887,720.0806744051827,936.841829133941,6157.957131027252
9232,2024-12-31,Company A,Unit 1,Project Z,Yes,Owner 2,Category A,Fund 3,Type 1,23045.745147986658,21928.68894442764,451731.945355189,493528.12998496566,-3.5156989350776,3234.590758847617,4849.040974571997,30266.64799188167,28982.12359662635,5.613833043860792,31.50084179263122,44.23222206119525,48.36898077710986,30.904985685875545,-6.960529771177779,13271.548592915202,14022.090337254336,126051.3524263629,67707.79303479657,-6.917072382921605,23.193474132457045,5.5414427359532485,5.267049732047822,20.6332918281687,7.524343518328983,9.017743350523743,1.8459783097230353,10.915621431261812,23.520133062969744,User B,2022-01-24,User A,2023-01-24,3555.6232771271457,2767.019809160408,851.3991973754635,989.6940678216474,428.8856992377308,5560.639799274619,2639.910951862266,2066.7027980899256,1462.297930787916,1751.813026941306,791.5751118769275,4103.737625485359
4966,2025-01-31,Company C,Unit 1,Project X,Yes,Owner 3,Category C,Fund 3,Type 1,26517.503085243236,17900.511302570332,249094.11368099388,325161.23160461156,7.472312254287303,4646.577629995369,4517.125541588679,11646.451404319932,27723.336396398172,3.560174105016653,45.09716992079776,21.499354683117325,40.88984624067093,39.247301199543394,1.262600750137569,17799.467068206926,11009.280005773731,88690.71038916797,228547.27619761438,-0.2252251397486873,5.115409485366415,18.091023630037956,12.195471330335666,15.736516094994503,3.530893609678758,5.685893614267817,9.631015823518574,39.618066288360716,36.359871692642095,User C,2022-01-25,User C,2023-01-25,1712.3296633289697,2593.992050376608,881.8600238275073,1048.8084312643762,391.28189462082923,3380.1465406348525,4507.84960302861,1135.472639732489,1225.2704139444268,804.3085337057603,830.2315942846687,3854.2104453710726
3226,2025-02-28,Company C,Unit 2,Project Z,No,Owner 2,Category B,Fund 3,Type 2,25586.017227611148,13930.067447714639,441822.1710676022,425840.0564106186,-0.8794473158595206,3240.836619709718,1498.6649346593745,24830.276324760693,32005.271405959746,-5.174926450302291,19.80307046321856,29.943783805701003,45.404463257737824,48.48124701520289,6.983649900678127,20694.788437085415,7832.271774756201,206412.2081531795,152079.01837136105,-6.945230605729051,16.834834509284395,6.589057668506435,10.635918114663696,6.487119952764409,5.342840899119167,6.726992373145272,5.546122795970749,17.327744358011206,34.775455433075706,User B,2022-01-26,User B,2023-01-26,3070.6787822265846,1671.437960595095,620.106073597794,722.734388023518,752.6993674999497,8331.68553296256,3956.2757388415785,3271.7930567994276,879.827422307895,1970.2314327023369,261.25842304966716,7303.287878390255
2146,2025-03-31,Company A,Unit 2,Project Z,Yes,Owner 3,Category C,Fund 3,Type 3,20060.485682396524,49707.956295810785,233695.52476538846,334419.4985923929,-7.69191328427109,2574.2683839332276,3996.5626528362905,21124.950867446212,44419.403228033894,6.35654714018305,10.289036829460784,41.58575916263658,44.70530425763049,15.681950591760305,4.443512173350781,7755.0878619620735,16610.686254309927,224337.05443193935,65536.11355633242,1.698449726906615,7.636767475005797,18.362063747945836,7.407636011743197,7.358710971244564,-3.990027679762549,2.7798083397044584,3.409116504213618,32.0007940899125,37.91717876936206,User B,2022-01-27,User A,2023-01-27,4828.116598030945,4991.914487145925,1540.3966295201005,1642.0760014470459,880.1692814229493,8092.175601430443,2196.242930053363,4679.05915947864,631.091634630464,601.8975223904226,578.3115098508295,4145.067859703725
2774,2025-04-30,Company A,Unit 1,Project X,No,Owner 1,Category A,Fund 2,Type 1,12793.951669112303,35259.19910739495,247947.80314134326,198472.40040163277,-1.9441889221782134,2414.3693976579525,2845.6163092496204,42081.076392065224,33437.740256829,-8.27563158928497,21.725009348614527,25.026925345139347,30.033036964551467,33.409376006009126,2.260450226018973,10866.8168862271,17937.754237650894,75558.32666078919,126549.51871100937,3.0921274198024236,9.19012482470662,18.510541370846006,11.845833672620154,16.998692485557854,7.7077370810029,1.5316158501861241,9.520883436049989,17.433314222484647,14.048095814644235,User C,2022-01-28,User A,2023-01-28,2216.51973702963,4191.918524726852,2410.5689632548156,2013.865122336536,609.2593550952483,3533.418610756834,2711.4830129638776,3961.1011376614806,1175.222989469864,1117.181956941226,923.0136882412579,5926.77866407771
2834,2025-05-31,Company B,Unit 1,Project Z,Yes,Owner 1,Category A,Fund 1,Type 2,10788.966323016744,34396.41112593922,227412.92840571163,176019.53700344323,6.347568259403445,3170.7503485434036,3843.906914339246,46183.05615162437,27041.59545409983,-8.316647458701178,14.985138684482369,48.82896154387047,34.59648016385591,32.622435470713675,9.005089323639805,5853.312469179659,17417.30089704381,249109.16755753098,133895.02598103406,3.901998047109796,13.808954866441805,5.337819669180934,8.095136731419206,20.36939703416568,-5.323731122274253,1.4699198859084088,5.2426633589262615,46.32918363919562,27.24928926583203,User A,2022-01-29,User B,2023-01-29,2058.994778883778,3088.0514802995785,1305.0353252598215,1132.5345450019622,742.6805085590382,3640.919482428406,4268.993953800698,2979.7013896975345,1316.149322850862,1053.2384879248489,560.8346273990062,4324.2594227825975
3811,2025-06-30,Company B,Unit 3,Project Z,Yes,Owner 2,Category B,Fund 1,Type 3,17492.87121592456,25184.89870559921,455682.25200738246,255849.3324227943,-8.766624690108678,2607.0465740215304,2185.7737928800216,34058.220863785755,25235.59329915938,2.2515519911240958,32.95260162210701,41.189917856087135,12.875904554497804,34.97643054867923,3.341252085861333,7138.545830090941,8823.31375367264,128114.00366698246,211350.39938751905,3.1863597636138774,24.332658267943867,21.110059172084096,8.383767945550328,8.807443826737558,8.317252375584484,1.0504266868759615,7.534399177640806,11.480026575766363,43.055953203322474,User C,2022-01-30,User C,2023-01-30,2867.361125675422,2793.4871831772916,561.4683248045285,824.4930513232894,755.8000034749496,4223.472914025333,3991.4648347722673,2112.9901068901927,2135.7808658873682,1783.6268844525512,654.3711113808553,6253.323371377404
1197,2025-07-31,Company A,Unit 2,Project Z,Yes,Owner 3,Category B,Fund 1,Type 2,32597.059345925838,20310.35660334865,228232.6913126432,240201.94962147094,8.921790711533394,1406.8482732531118,1538.4925529755706,29055.266332408723,18216.894809888225,-6.8907922945285405,32.88789503491399,23.776584924900817,46.188071504565386,25.71188838097102,-4.487271005986337,17925.386927631695,7074.327156716465,66619.31765817682,132726.72313824028,-9.47335129322754,22.036549435619616,14.341808961939508,19.69347390505815,23.961094413861865,4.564705171247745,3.4514448703629608,3.687281412631015,15.693240249064498,40.81370798622798,User C,2022-01-31,User A,2023-01-31,3740.0543476890075,4271.124394621889,1636.864222311173,690.4980503608207,623.8835677947616,6212.788317702105,3107.1241027404762,4160.8203843627925,1070.1616151235453,1999.759261484378,413.7888489475794,9505.853667378433
